1	1/SN
믿었고	믿/VV + 었/EP + 고/EC
교회당국이	교회/NNG + 당국/NNG + 이/JKS
끝내	끝내/MAG
이에	이/NP + 에/JKB
눈을	눈/NNG + 을/JKO
감지는	감/VV + 지/EC + 는/JX
않을	않/VX + 을/ETM
것이라고	것/NNB + 이/VCP + 라고/EC
생각했던	생각/NNG + 하/XSV + 았/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

끝으로	끝/NNG + 으로/JKB
교회당국의	교회/NNG + 당국/NNG + 의/JKG
착각도	착각/NNG + 도/JX
작용했다.	작용/NNG + 하/XSV + 았/EP + 다/EF + ./SF

아직	아직/MAG
과학이론의	과학/NNG + 이론/NNG + 의/JKG
발전에	발전/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
올바른	올바르/VA + ㄴ/ETM
인식이	인식/NNG + 이/JKS
없었던	없/VA + 었/EP + 던/ETM
그들은	그/NP + 들/XSN + 은/JX
마치	마치/MAG
신학이론의	신학/NNG + 이론/NNG + 의/JKG
경우처럼	경우/NNG + 처럼/JKB
단순히	단순히/MAG
과학적	과학적/NNG
주장	주장/NNG
자체만을	자체/NNG + 만/JX + 을/JKO
억누름으로써	억누르/VV + ㅁ/ETN + 으로써/JKB
과학이론의	과학/NNG + 이론/NNG + 의/JKG
발전과	발전/NNG + 과/JC
전파를	전파/NNG + 를/JKO
막을	막/VV + 을/ETM
수	수/NNB
있을	있/VV + 을/ETM
것으로	것/NNB + 으로/JKB
알았던	알/VV + 았/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

이처럼	이/NP + 처럼/JKB
갈릴레오와	갈릴레오/NNP + 와/JC
교회의	교회/NNG + 의/JKG
충돌은	충돌/NNG + 은/JX
갈릴레오와	갈릴레오/NNP + 와/JC
교회당국을	교회/NNG + 당국/NNG + 을/JKO
포함한	포함/NNG + 하/XSV + ㄴ/ETM
관련자	관련자/NNG
개개인의	개개인/NNG + 의/JKG
독특한	독특/NNG + 하/XSA + ㄴ/ETM
개성과	개성/NNG + 과/JC
교회를	교회/NNG + 를/JKO
에워싼	에워싸/VV + ㄴ/ETM
정치적	정치적/NNG
상황이	상황/NNG + 이/JKS
뒤얽힌	뒤얽히/VV + ㄴ/ETM
여러	여러/MM
측면을	측면/NNG + 을/JKO
가진	가지/VV + ㄴ/ETM
인간관계의	인간관계/NNG + 의/JKG
복잡한	복잡/XR + 하/XSA + ㄴ/ETM
사건이었다.	사건/NNG + 이/VCP + 었/EP + 다/EF + ./SF

2	2/SN

우선	우선/MAG
머튼은	머튼/NNP + 은/JX
청교도윤리와	청교도/NNG + 윤리/NNG + 와/JC
과학에	과학/NNG + 에/JKB
공통된	공통/NNG + 되/XSV + ㄴ/ETM
여러	여러/MM
요소들을	요소/NNG + 들/XSN + 을/JKO
들고	들/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

예를	예/NNG + 를/JKO
들어	들/VV + 어/EC
청교도들은	청교도/NNG + 들/XSN + 은/JX
신의	신/NNG + 의/JKG
영예를	영예/NNG + 를/JKO
드높이려	드높이/VV + 려/EC
하고	하/VX + 고/EC
인류와	인류/NNG + 와/JC
사회에의	사회/NNG + 에/JKB + 의/JKG
공헌을	공헌/NNG + 을/JKO
꾀한다.	꾀하/VV + ㄴ다/EF + ./SF

그러기	그러/VV + 기/ETN
위해서는	위하/VV + 아서/EC + 는/JX
근면과	근면/NNG + 과/JC
열성이	열성/NNG + 이/JKS
필요하며	필요/NNG + 하/XSA + 며/EC
또	또/MAG
자신들의	자신/NNG + 들/XSN + 의/JKG
직업과	직업/NNG + 과/JC
임무,	임무/NNG + ,/SP
특히	특히/MAG
지적인	지적/NNG + 이/VCP + ㄴ/ETM
직업과	직업/NNG + 과/JC
임무에	임무/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
사명감이	사명감/NNG + 이/JKS
크게	크/VA + 게/EC
요구된다.	요구/NNG + 되/XSV + ㄴ다/EF + ./SF

따라서	따라서/MAJ
그들은	그/NP + 들/XSN + 은/JX
인간이	인간/NNG + 이/JKS
가진	가지/VV + ㄴ/ETM
이성(reason)의	이성/NNG + (/SS + reason/SL + )/SS + 의/JKG
역할을	역할/NNG + 을/JKO
찬양하며	찬양/NNG + 하/XSV + 며/EC
그와	그/NP + 와/JKB
아울러	아울러/MAG
교육의	교육/NNG + 의/JKG
역할을	역할/NNG + 을/JKO
강조한다.	강조/NNG + 하/XSV + ㄴ다/EF + ./SF

그러나	그러나/MAJ
이들이	이/NP + 들/XSN + 이/JKS
강조하는	강조/NNG + 하/XSV + 는/ETM
교육이란	교육/NNG + 이란/JX
재래식의	재래식/NNG + 의/JKG
교육이	교육/NNG + 이/JKC
아니라	아니/VCN + 라/EC
직접	직접/NNG
관찰과	관찰/NNG + 과/JC
경험을	경험/NNG + 을/JKO
중요시하는	중요시/NNG + 하/XSV + 는/ETM
것이었다.	것/NNB + 이/VCP + 었/EP + 다/EF + ./SF

또한	또한/MAG
그들은	그/NP + 들/XSN + 은/JX
그때까지의	그때/NNG + 까지/JX + 의/JKG
기독교	기독교/NNG
신앙의	신앙/NNG + 의/JKG
주류였던	주류/NNG + 이/VCP + 었/EP + 던/ETM
내세	내세/NNG
위주의	위주/NNG + 의/JKG
경향에서	경향/NNG + 에서/JKB
탈피해서	탈피/NNG + 하/XSV + 아서/EC
현세	현세/NNG
긍정적	긍정적/NNG
요소를	요소/NNG + 를/JKO
강하게	강하/VA + 게/EC
지니고	지니/VV + 고/EC
있었으며	있/VX + 었/EP + 으며/EC
현세에서	현세/NNG + 에서/JKB
인류와	인류/NNG + 와/JC
사회의	사회/NNG + 의/JKG
복지에	복지/NNG + 에/JKB
기여하는	기여/NNG + 하/XSV + 는/ETM
것을	것/NNB + 을/JKO
높이	높이/MAG
여겼다.	여기/VV + 었/EP + 다/EF + ./SF

청교도들의	청교도/NNG + 들/XSN + 의/JKG
이같은	이/NP + 같/VA + 은/ETM
경향은	경향/NNG + 은/JX
새로운	새롭/VA + ㄴ/ETM
과학의	과학/NNG + 의/JKG
관념과	관념/NNG + 과/JKB
공통된	공통/NNG + 되/XSV + ㄴ/ETM
점이	점/NNB + 이/JKS
많으며	많/VA + 으며/EC
과학적	과학적/NNG
지식을	지식/NNG + 을/JKO
추구하고	추구/NNG + 하/XSV + 고/EC
과학활동에	과학/NNG + 활동/NNG + 에/JKB
종사하는	종사/NNG + 하/XSV + 는/ETM
일에	일/NNG + 에/JKB
종교적인	종교적/NNG + 이/VCP + ㄴ/ETM
의미를	의미/NNG + 를/JKO
부여해	부여/NNG + 하/XSV + 아/EC
주었다.	주/VX + 었/EP + 다/EF + ./SF

또한	또한/MAG
머튼은	머튼/NNP + 은/JX
이렇게	이렇/VA + 게/EC
청교도윤리와	청교도/NNG + 윤리/NNG + 와/JC
새로운	새롭/VA + ㄴ/ETM
과학과의	과학/NNG + 과/JKB + 의/JKG
공통점을	공통점/NNG + 을/JKO
제시하는	제시/NNG + 하/XSV + 는/ETM
데	데/NNB
그치지	그치/VV + 지/EC
않고	않/VX + 고/EC
이	이/MM
둘	둘/NR
사이의	사이/NNG + 의/JKG
실제	실제/NNG
관계에	관계/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
증거로서	증거/NNG + 로서/JKB
당시	당시/NNG
영국의	영국/NNP + 의/JKG
과학자	과학자/NNG
중에	중/NNB + 에/JKB
특히	특히/MAG
청교도들이	청교도/NNG + 들/XSN + 이/JKS
많았음을	많/VA + 았/EP + 음/ETN + 을/JKO
주로	주로/MAG
왕립학회	왕립/NNG + 학회/NNG
회원들에	회원/NNG + 들/XSN + 에/JKB
관한	관하/VV + ㄴ/ETM
자료를	자료/NNG + 를/JKO
분석해서	분석/NNG + 하/XSV + 아서/EC
보여주었다.	보이/VV + 어/EC + 주/VX + 었/EP + 다/EF + ./SF

머튼의	머튼/NNP + 의/JKG
이같은	이/NP + 같/VA + 은/ETM
주장은	주장/NNG + 은/JX
과학혁명기의	과학/NNG + 혁명기/NNG + 의/JKG
과학과	과학/NNG + 과/JC
종교의	종교/NNG + 의/JKG
한	한/MM
측면을	측면/NNG + 을/JKO
보여주는	보이/VV + 어/EC + 주/VX + 는/ETM
유용한	유용/NNG + 하/XSA + ㄴ/ETM
명제이다.	명제/NNG + 이/VCP + 다/EF + ./SF

특히	특히/MAG
머튼	머튼/NNP
자신도	자신/NNG + 도/JX
주목하고	주목/NNG + 하/XSV + 고/EC
있듯이	있/VX + 듯이/EC
제한된	제한/NNG + 되/XSV + ㄴ/ETM
범위하에서는	범위/NNG + 하/NNG + 에서/JKB + 는/JX
충분히	충분히/MAG
수긍이	수긍/NNG + 이/JKS
가능	가능/NNG
주장이다.	주장/NNG + 이/VCP + 다/EF + ./SF

예를	예/NNG + 를/JKO
들어	들/VV + 어/EC
머튼	머튼/NNP
명제는	명제/NNG + 는/JX
청교도윤리와	청교도/NNG + 윤리/NNG + 와/JC
새로운	새롭/VA + ㄴ/ETM
과학이	과학/NNG + 이/JKS
서로	서로/MAG
부합됨을	부합/NNG + 되/XSV + ㅁ/ETN + 을/JKO
보이고	보이/VV + 고/EC
실제로	실제로/MAG
그	그/MM
두	두/MM
가지의	가지/NNB + 의/JKG
상관관계가	상관관계/NNG + 가/JKS
높았음을	높/VA + 았/EP + 음/ETN + 을/JKO
통계적으로	통계적/NNG + 으로/JKB
보여주었을	보이/VV + 어/EC + 주/VX + 었/EP + 을/ETM
뿐	뿐/NNB
청교도윤리가	청교도/NNG + 윤리/NNG + 가/JKS
청교도들로	청교도/NNG + 들/XSN + 로/JKB
하여금	하여금/MAG
과학에	과학/NNG + 에/JKB
종사하도록	종사/NNG + 하/XSV + 도록/EC
하거나	하/VX + 거나/EC
과학에	과학/NNG + 에/JKB
열의를	열의/NNG + 를/JKO
갖도록	갖/VV + 도록/EC
하는	하/VV + 는/ETM
원인이었다고는	원인/NNG + 이/VCP + 었/EP + 다고/EC + 는/JX
주장하지	주장/NNG + 하/XSV + 지/EC
않았다.	않/VX + 았/EP + 다/EF + ./SF

또한	또한/MAG
그것이	그것/NP + 이/JKS
영국에서의	영국/NNP + 에서/JKB + 의/JKG
새로운	새롭/VA + ㄴ/ETM
과학활동에	과학/NNG + 활동/NNG + 에/JKB
기여했다고	기여/NNG + 하/XSV + 았/EP + 다고/EC
주장했을	주장/NNG + 하/XSV + 았/EP + 을/ETM
뿐	뿐/NNB
과학혁명	과학/NNG + 혁명/NNG
전반에	전반/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
기여에	기여/NNG + 에/JKB
대해	대하/VV + 아/EC
얘기하고	얘기/NNG + 하/XSV + 고/EC
있지는	있/VX + 지/EC + 는/JX
않다.	않/VX + 다/EF + ./SF

물론	물론/MAG
그러한	그러/XR + 하/XSA + ㄴ/ETM
확대해석이	확대/NNG + 해석/NNG + 이/JKS
수반되지	수반/NNG + 되/XSV + 지/EC
않은	않/VX + 은/ETM
머튼	머튼/NNP
명제	명제/NNG
자체에도	자체/NNG + 에/JKB + 도/JX
문제점들이	문제점/NNG + 들/XSN + 이/JKS
있고	있/VV + 고/EC
그것들	그것/NP + 들/XSN
중에는	중/NNB + 에/JKB + 는/JX
퍽	퍽/MAG
심각한	심각/XR + 하/XSA + ㄴ/ETM
것도	것/NNB + 도/JX
있다.	있/VV + 다/EF + ./SF

그	그/MM
말	말/NNG
자체가	자체/NNG + 가/JKS
확연히	확연히/MAG
정의되어	정의/NNG + 되/XSV + 어/EC
있지	있/VX + 지/EC
않아서	않/VX + 아서/EC
어떤	어떤/MM
사람이	사람/NNG + 이/JKS
<청교도>인가	</SS + 청교도/NNG + >/SS + 이/VCP + ㄴ가/EF
아닌가를	아니/VCN + ㄴ가/EF + 를/JKO
명확히	명확히/MAG
결정하기가	결정/NNG + 하/XSV + 기/ETN + 가/JKS
힘이	힘/NNG + 이/JKS
드는	들/VV + 는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

또한	또한/MAG
분명한	분명/NNG + 하/XSA + ㄴ/ETM
가톨릭교도나	가톨릭교도/NNG + 나/JC
영국국교회교도(Anglican)들도	영국/NNP + 국교회/NNG + 교도/NNG + (/SS + Anglican/SL + )/SS + 들/XSN + 도/JX
새로운	새롭/VA + ㄴ/ETM
과학에	과학/NNG + 에/JKB
대해	대하/VV + 아/EC
청교도들과	청교도/NNG + 들/XSN + 과/JKB
같은	같/VA + 은/ETM
관념을	관념/NNG + 을/JKO
지니기도	지니/VV + 기/ETN + 도/JX
했고	하/VX + 았/EP + 고/EC
같은	같/VA + 은/ETM
말을	말/NNG + 을/JKO
사용해서	사용/NNG + 하/XSV + 아서/EC
새로운	새롭/VA + ㄴ/ETM
과학을	과학/NNG + 을/JKO
옹호하기도	옹호/NNG + 하/XSV + 기/ETN + 도/JX
했다.	하/VX + 았/EP + 다/EF + ./SF

이보다	이/NP + 보다/JKB
좀	좀/MAG
다른	다른/MM
차원에서는	차원/NNG + 에서/JKB + 는/JX
어떤	어떤/MM
특정한	특정/NNG + 하/XSA + ㄴ/ETM
사람이	사람/NNG + 이/JKS
청교도였고	청교도/NNG + 이/VCP + 었/EP + 고/EC
그	그/MM
사람이	사람/NNG + 이/JKS
과학에	과학/NNG + 에/JKB
대해	대하/VV + 아/EC
어떤	어떤/MM
특정한	특정/NNG + 하/XSA + ㄴ/ETM
생각을	생각/NNG + 을/JKO
가졌을	가지/VV + 었/EP + 을/ETM
때	때/NNG
그것이	그것/NP + 이/JKS
반드시	반드시/MAG
그	그/MM
사람이	사람/NNG + 이/JKS
청교도이었기	청교도/NNG + 이/VCP + 었/EP + 기/ETN
때문에	때문/NNB + 에/JKB
그러한	그러/XR + 하/XSA + ㄴ/ETM
것이라고	것/NNB + 이/VCP + 라고/EC
결론지을	결론짓/VV + 을/ETM
수	수/NNB
있느냐	있/VV + 느냐/EF
하는	하/VV + 는/ETM
비판도	비판/NNG + 도/JX
제기될	제기/NNG + 되/XSV + ㄹ/ETM
수	수/NNB
있다.	있/VV + 다/EF + ./SF

이런	이런/MM
문제점들은	문제점/NNG + 들/XSN + 은/JX
머튼	머튼/NNP
명제가	명제/NNG + 가/JKS
받아들여지기	받아들이/VV + 어/EC + 지/VX + 기/ETN
위해서는	위하/VV + 아서/EC + 는/JX
그	그/MM
주장에	주장/NNG + 에/JKB
제한을	제한/NNG + 을/JKO
가해서	가하/VV + 아서/EC
상당히	상당히/MAG
약화시켜야만	약화/NNG + 시키/XSV + 어야만/EC
할	하/VX + ㄹ/ETM
것임을	것/NNB + 이/VCP + ㅁ/ETN + 을/JKO
보여준다.	보이/VV + 어/EC + 주/VX + ㄴ다/EF + ./SF

또	또/MAG
과학과	과학/NNG + 과/JC
청교도와의	청교도/NNG + 와/JKB + 의/JKG
이같은	이/NP + 같/VA + 은/ETM
연결의	연결/NNG + 의/JKG
사실을	사실/NNG + 을/JKO
폭을	폭/NNG + 을/JKO
넓혀서	넓히/VV + 어서/EC
청교도만이	청교도/NNG + 만/JX + 이/JKC
아닌	아니/VCN + ㄴ/ETM
개신교	개신교/NNG
전체에	전체/NNG + 에/JKB
대해서도	대하/VV + 아서/EC + 도/JX
할	하/VV + ㄹ/ETM
수	수/NNB
있다.	있/VV + 다/EF + ./SF

갈릴레오나	갈릴레오/NNP + 나/JC
데카르트	데카르트/NNP
같은	같/VA + 은/ETM
탁월한	탁월/XR + 하/XSA + ㄴ/ETM
과학자들	과학자/NNG + 들/XSN
중에는	중/NNB + 에/JKB + 는/JX
가톨릭교도들이	가톨릭교도/NNG + 들/XSN + 이/JKS
많이	많이/MAG
있었지만	있/VV + 었/EP + 지만/EC
이	이/MM
시기에	시기/NNG + 에/JKB
과학활동을	과학/NNG + 활동/NNG + 을/JKO
한	하/VV + ㄴ/ETM
수많은	수많/VA + 은/ETM
과학자들	과학자/NNG + 들/XSN
전체를	전체/NNG + 를/JKO
대상으로	대상/NNG + 으로/JKB
했을	하/VV + 았/EP + 을/ETM
때,	때/NNG + ,/SP
개신교도들이	개신교도/NNG + 들/XSN + 이/JKS
상대적으로	상대적/NNG + 으로/JKB
많았던	많/VA + 았/EP + 던/ETM
것은	것/NNB + 은/JX
분명한	분명/NNG + 하/XSA + ㄴ/ETM
사실이기	사실/NNG + 이/VCP + 기/ETN
때문이다.	때문/NNB + 이/VCP + 다/EF + ./SF

이같은	이/NP + 같/VA + 은/ETM
연관을	연관/NNG + 을/JKO
뒷받침할	뒷받침/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
종교개혁과	종교/NNG + 개혁/NNG + 과/JC
과학혁명	과학/NNG + 혁명/NNG
사이의	사이/NNG + 의/JKG
유사점은	유사점/NNG + 은/JX
여러	여러/MM
가지를	가지/NNB + 를/JKO
생각할	생각/NNG + 하/XSV + ㄹ/ETM
수가	수/NNB + 가/JKS
있다.	있/VV + 다/EF + ./SF

특히	특히/MAG
영국과	영국/NNP + 과/JC
청교도들로	청교도/NNG + 들/XSN + 로/JKB
관심을	관심/NNG + 을/JKO
좁히면	좁히/VV + 면/EC
이런	이런/MM
유사점과	유사점/NNG + 과/JC
연관들은	연관/NNG + 들/XSN + 은/JX
더욱	더욱/MAG
늘어난다.	늘어나/VV + ㄴ다/EF + ./SF

특히	특히/MAG
베이컨의	베이컨/NNP + 의/JKG
새로운	새롭/VA + ㄴ/ETM
과학은	과학/NNG + 은/JX
인류에게	인류/NNG + 에게/JKB
유용한	유용/NNG + 하/XSA + ㄴ/ETM
기술적	기술적/NNG
지식들에	지식/NNG + 들/XSN + 에/JKB
의해서만이	의하/VV + 아서/EC + 만/JX + 이/JKC
아니라	아니/VCN + 라/EC
인류를	인류/NNG + 를/JKO
질병과	질병/NNG + 과/JC
재해에서	재해/NNG + 에서/JKB
해방시킴에	해방/NNG + 시키/XSV + ㅁ/ETN + 에/JKB
의해서도	의하/VV + 아서/EC + 도/JX
그러한	그러/XR + 하/XSA + ㄴ/ETM
새로운	새롭/VA + ㄴ/ETM
이상적인	이상적/NNG + 이/VCP + ㄴ/ETM
시기의	시기/NNG + 의/JKG
도래를	도래/NNG + 를/JKO
촉진시킬	촉진/NNG + 시키/XSV + ㄹ/ETM
것이라고	것/NNB + 이/VCP + 라고/EC
믿어졌다.	믿/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

3	3/SN

머튼	머튼/NNP
명제보다도	명제/NNG + 보다/JKB + 도/JX
지역이나	지역/NNG + 이나/JC
시기상으로	시기상/NNG + 으로/JKB
더	더/MAG
광범위하게	광범위/NNG + 하/XSA + 게/EC
그리고	그리고/MAJ
신학적	신학적/NNG
내용면으로	내용/NNG + 면/NNG + 으로/JKB
더	더/MAG
깊은	깊/VA + 은/ETM
차원에서	차원/NNG + 에서/JKB
기독교	기독교/NNG
신앙과	신앙/NNG + 과/JC
과학과의	과학/NNG + 과/JKB + 의/JKG
관계를	관계/NNG + 를/JKO
보여주는	보이/VV + 어/EC + 주/VX + 는/ETM
견해가	견해/NNG + 가/JKS
Hooykass에	Hooykass/SL + 에/JKB
의해	의하/VV + 아/EC
제시되었다.	제시/NNG + 되/XSV + 었/EP + 다/EF + ./SF

물론	물론/MAG
자연에는	자연/NNG + 에/JKB + 는/JX
질서가	질서/NNG + 가/JKS
존재하지만	존재/NNG + 하/XSV + 지만/EC
그것은	그것/NP + 은/JX
스스로	스스로/MAG
존재할	존재/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
것이	것/NNB + 이/JKC
아니고,	아니/VCN + 고/EC + ,/SP
결국은	결국/NNG + 은/JX
그	그/MM
질서	질서/NNG
자체가	자체/NNG + 가/JKS
자신의	자신/NNG + 의/JKG
창조물에	창조물/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
신의	신/NNG + 의/JKG
계속된	계속/NNG + 되/XSV + ㄴ/ETM
보살핌을	보살피/VV + ㅁ/ETN + 을/JKO
나타낼	나타내/VV + ㄹ/ETM
따름인	따름/NNB + 이/VCP + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그렇기	그렇/VA + 기/ETN
때문에	때문/NNB + 에/JKB
자연이	자연/NNG + 이/JKS
지닌	지니/VV + ㄴ/ETM
질서와	질서/NNG + 와/JC
조화에	조화/NNG + 에/JKB
의해	의하/VV + 아/EC
자연에서	자연/NNG + 에서/JKB
보고	보/VV + 고/EC
느낄	느끼/VV + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
신성함이나	신성/NNG + 하/XSA + ㅁ/ETN + 이나/JC
신비함은	신비/NNG + 하/XSA + ㅁ/ETN + 은/JX
모두	모두/MAG
그와	그/NP + 와/JKB
같은	같/VA + 은/ETM
것을	것/NNB + 을/JKO
창조해	창조/NNG + 하/XSV + 아/EC
낸	내/VX + ㄴ/ETM
신의	신/NNG + 의/JKG
신성함과	신성/NNG + 하/XSA + ㅁ/ETN + 과/JC
신비함인	신비/NNG + 하/XSA + ㅁ/ETN + 이/VCP + ㄴ/ETM
것이며	것/NNB + 이/VCP + 며/EC
따라서	따라서/MAJ
자연은	자연/NNG + 은/JX
신의	신/NNG + 의/JKG
작품으로서	작품/NNG + 으로서/JKB
찬양되고	찬양/NNG + 되/XSV + 고/EC
연구되고	연구/NNG + 되/XSV + 고/EC
이용되어야	이용/NNG + 되/XSV + 어야/EC
할	하/VX + ㄹ/ETM
대상이	대상/NNG + 이/JKC
된다.	되/VV + ㄴ다/EF + ./SF

그러나	그러나/MAJ
기독교신앙에	기독교/NNG + 신앙/NNG + 에/JKB
바탕한	바탕/NNG + 하/XSV + ㄴ/ETM
이같은	이/NP + 같/VA + 은/ETM
성서적	성서적/NNG
자연관은	자연관/NNG + 은/JX
서양문화의	서양/NNG + 문화/NNG + 의/JKG
또	또/MAG
하나의	하나/NR + 의/JKG
원천인,	원천/NNG + 이/VCP + ㄴ/ETM + ,/SP
고대	고대/NNG
그리스에서	그리스/NNP + 에서/JKB
유래해서	유래/NNG + 하/XSV + 아서/EC
기독교가	기독교/NNG + 가/JKS
자리잡기	자리/NNG + 잡/VV + 기/ETN
이전부터	이전/NNG + 부터/JX
받아들여져	받아들이/VV + 어/EC + 지/VX + 어/EC
오던,	오/VX + 던/ETM + ,/SP
합리주의적	합리주의적/NNG
자연관과	자연관/NNG + 과/JC
대향해서	대향/NNG + 하/XSV + 아서/EC
그것을	그것/NP + 을/JKO
이겨내어야만	이기/VV + 어/EC + 내/VX + 어야만/EC
했다.	하/VX + 았/EP + 다/EF + ./SF

합리주의적	합리주의적/NNG
자연관은	자연관/NNG + 은/JX
신을	신/NNG + 을/JKO
단순한	단순/NNG + 하/XSA + ㄴ/ETM
조물주(demiurge)로	조물주/NNG + (/SS + demiurge/SL + )/SS + 로/JKB
보며	보/VV + 며/EC
자연은	자연/NNG + 은/JX
무로부터	무/NNG + 로부터/JKB
창조된	창조/NNG + 되/XSV + ㄴ/ETM
것이	것/NNB + 이/JKC
아니라	아니/VCN + 라/EC
이미	이미/MAG
존재하고	존재/NNG + 하/XSV + 고/EC
있는	있/VX + 는/ETM
물질을	물질/NNG + 을/JKO
가지고	가지/VV + 고/EC
만들어졌다고	만들/VV + 어/EC + 지/VX + 었/EP + 다고/EC
믿으며,	믿/VV + 으며/EC + ,/SP
그것도	그것/NP + 도/JX
신의	신/NNG + 의/JKG
임의대로가	임의/NNG + 대로/JX + 가/JKC
아니라	아니/VCN + 라/EC
합리적이고	합리적/NNG + 이/VCP + 고/EC
조화로운	조화/NNG + 롭/XSA + ㄴ/ETM
<설계(design)>에	</SS + 설계/NNG + (/SS + design/SL + )/SS + >/SS + 에/JKB
따라서	따르/VV + 아서/EC
만들어졌다고	만들/VV + 어/EC + 지/VX + 었/EP + 다고/EC
생각한다.	생각/NNG + 하/XSV + ㄴ다/EF + ./SF

또한	또한/MAG
합리주의적	합리주의적/NNG
자연관에	자연관/NNG + 에/JKB
의하면	의하/VV + 면/EC
일단	일단/MAG
이렇게	이렇/VA + 게/EC
자연세계를	자연/NNG + 세계/NNG + 를/JKO
만든	만들/VV + ㄴ/ETM
후에도	후/NNG + 에/JKB + 도/JX
